Block Size	Time Taken
70800	4.257000
70900	4.286000
71000	4.360000
71100	4.302000
71200	4.304000
71300	4.351000
71400	4.406000
71500	4.363000
71600	4.372000
71700	4.375000
71800	4.374000
71900	4.443000
72000	4.416000
72100	4.422000
72200	4.429000
72300	4.444000
72400	4.473000
72500	4.501000
72600	4.484000
72700	4.526000
72800	4.502000
72900	4.524000
73000	4.536000
73100	4.545000
73200	4.606000
73300	4.570000
73400	4.601000
73500	4.601000
73600	4.627000
73700	4.617000
73800	4.659000
73900	4.636000
74000	4.659000
74100	4.667000
74200	4.680000
74300	4.688000
74400	4.706000
74500	4.706000
74600	4.715000
74700	4.761000
74800	4.739000
74900	4.750000
75000	4.759000
75100	4.834000
75200	4.879000
75300	4.829000
75400	4.844000
75500	4.840000
75600	4.871000
75700	4.874000
75800	4.873000
75900	4.893000
76000	4.901000
76100	4.911000
76200	4.969000
76300	4.957000
76400	5.008000
76500	4.987000
76600	4.975000
76700	4.988000
76800	5.016000
76900	5.063000
77000	5.039000
77100	5.076000
77200	5.179000
77300	5.903000
77400	6.810000
77500	6.248000
77600	5.137000
77700	5.208000
77800	5.197000
77900	5.151000
78000	5.168000
78100	5.179000
78200	5.202000
78300	5.206000
78400	5.208000
78500	5.237000
78600	5.264000
78700	5.337000
78800	5.306000
78900	5.278000
79000	5.299000
79100	5.313000
79200	5.371000
79300	5.366000
79400	5.387000
79500	5.357000
79600	5.408000
79700	5.437000
79800	5.444000
79900	5.503000
80000	5.477000
80100	5.548000
80200	5.533000
80300	5.502000
80400	5.529000
80500	5.543000
80600	5.557000
80700	5.581000
80800	5.663000
80900	5.603000
81000	5.611000
81100	5.635000
81200	5.621000
81300	5.718000
81400	5.659000
81500	5.664000
81600	5.678000
81700	5.687000
81800	5.698000
81900	5.695000
82000	5.710000
82100	5.730000
82200	5.789000
82300	5.766000
82400	5.767000
82500	5.845000
82600	5.860000
82700	5.837000
82800	5.899000
82900	5.874000
83000	5.928000
83100	5.895000
83200	5.904000
83300	5.950000
83400	5.934000
83500	5.965000
83600	6.015000
83700	6.192000
83800	6.100000
83900	6.050000
84000	5.978000
84100	6.147000
84200	6.034000
84300	6.074000
84400	6.091000
84500	6.110000
84600	6.256000
84700	6.148000
84800	6.263000
84900	6.148000
85000	6.365000
85100	6.390000
85200	6.264000
85300	6.200000
85400	6.217000
85500	6.337000
85600	6.595000
85700	6.367000
85800	6.335000
85900	6.405000
86000	6.391000
86100	6.495000
86200	6.567000
86300	6.507000
86400	6.457000
86500	6.503000
86600	6.466000
86700	6.541000
86800	6.446000
86900	6.452000
87000	6.483000
87100	6.463000
87200	6.716000
87300	6.643000
87400	6.698000
87500	6.627000
87600	6.675000
87700	6.550000
87800	6.671000
87900	6.756000
88000	6.639000
88100	6.715000
88200	6.748000
88300	6.796000
88400	6.667000
88500	6.801000
88600	6.704000
88700	6.700000
88800	6.779000
88900	6.845000
89000	7.002000
89100	6.847000
89200	6.768000
89300	6.859000
89400	7.160000
89500	6.958000
89600	6.855000
89700	6.857000
89800	6.834000
89900	6.884000
90000	6.982000
90100	6.898000
90200	6.936000
90300	6.915000
90400	6.919000
90500	6.981000
90600	6.963000
90700	7.021000
90800	7.052000
90900	7.139000
91000	7.197000
91100	7.049000
91200	7.067000
91300	7.138000
91400	7.099000
91500	7.151000
91600	7.390000
91700	7.305000
91800	7.302000
91900	7.264000
92000	7.234000
92100	7.278000
92200	7.259000
92300	7.366000
92400	7.401000
92500	7.414000
92600	7.372000
92700	7.377000
92800	7.534000
92900	7.441000
93000	7.462000
93100	7.445000
93200	7.515000
93300	7.460000
93400	7.419000
93500	7.504000
93600	7.624000
93700	7.565000
93800	7.607000
93900	7.601000
94000	7.571000
94100	7.768000
94200	7.647000
94300	7.700000
94400	7.644000
94500	7.638000
94600	7.704000
94700	7.759000
94800	7.700000
94900	7.832000
95000	7.686000
95100	7.868000
95200	7.921000
95300	7.841000
95400	7.784000
95500	7.983000
95600	7.821000
95700	7.963000
95800	7.880000
95900	7.861000
96000	7.867000
96100	7.928000
96200	7.904000
96300	8.005000
96400	8.042000
96500	8.008000
96600	8.072000
96700	8.093000
96800	8.058000
96900	8.570000
97000	8.305000
97100	8.156000
97200	8.061000
97300	8.242000
97400	8.116000
97500	8.180000
97600	8.310000
97700	8.126000
97800	8.248000
97900	8.497000
98000	8.208000
98100	8.161000
98200	8.312000
98300	8.270000
98400	8.376000
98500	8.292000
98600	8.326000
98700	8.430000
98800	8.440000
98900	8.343000
99000	8.506000
99100	8.402000
99200	8.629000
99300	8.460000
99400	8.407000
99500	8.531000
99600	8.489000
99700	8.597000
99800	8.595000
99900	8.508000
100000	8.541000
