Block Size	Time Taken
15100	0.001000
15200	0.001000
15300	0.001000
15400	0.002000
15500	0.002000
15600	0.001000
15700	0.001000
15800	0.001000
15900	0.001000
16000	0.002000
16100	0.002000
16200	0.002000
16300	0.001000
16400	0.001000
16500	0.001000
16600	0.002000
16700	0.002000
16800	0.002000
16900	0.001000
17000	0.002000
17100	0.002000
17200	0.002000
17300	0.001000
17400	0.002000
17500	0.002000
17600	0.001000
17700	0.002000
17800	0.002000
17900	0.002000
18000	0.002000
18100	0.001000
18200	0.002000
18300	0.002000
18400	0.001000
18500	0.002000
18600	0.002000
18700	0.002000
18800	0.001000
18900	0.002000
19000	0.001000
19100	0.002000
19200	0.001000
19300	0.002000
19400	0.002000
19500	0.002000
19600	0.002000
19700	0.002000
19800	0.002000
19900	0.002000
20000	0.002000
20100	0.002000
20200	0.002000
20300	0.002000
20400	0.002000
20500	0.002000
20600	0.001000
20700	0.002000
20800	0.002000
20900	0.002000
21000	0.002000
21100	0.002000
21200	0.002000
21300	0.002000
21400	0.002000
21500	0.002000
21600	0.002000
21700	0.002000
21800	0.002000
21900	0.002000
22000	0.003000
22100	0.002000
22200	0.002000
22300	0.002000
22400	0.002000
22500	0.003000
22600	0.002000
22700	0.002000
22800	0.002000
22900	0.002000
23000	0.002000
23100	0.002000
23200	0.002000
23300	0.002000
23400	0.002000
23500	0.002000
23600	0.002000
23700	0.003000
23800	0.003000
23900	0.002000
24000	0.002000
24100	0.002000
24200	0.003000
24300	0.003000
24400	0.002000
24500	0.002000
24600	0.002000
24700	0.003000
24800	0.002000
24900	0.002000
25000	0.003000
25100	0.003000
25200	0.002000
25300	0.002000
25400	0.003000
25500	0.002000
25600	0.002000
25700	0.003000
25800	0.002000
25900	0.002000
26000	0.003000
26100	0.002000
26200	0.003000
26300	0.003000
26400	0.002000
26500	0.003000
26600	0.002000
26700	0.003000
26800	0.002000
26900	0.002000
27000	0.003000
27100	0.002000
27200	0.003000
27300	0.003000
27400	0.002000
27500	0.003000
27600	0.003000
27700	0.003000
27800	0.002000
27900	0.003000
28000	0.003000
28100	0.003000
28200	0.002000
28300	0.002000
28400	0.003000
28500	0.003000
28600	0.003000
28700	0.003000
28800	0.002000
28900	0.002000
29000	0.003000
29100	0.005000
29200	0.003000
29300	0.003000
29400	0.003000
29500	0.002000
